Move Name,Type,Accuracy,Move Category,Effect Chance,PP,Priority,Power,HP Based Damage,Target,Effect Entry
fiery-wrath,dark,100,special,20,10,0,90,No,all-opponents,Inflicts regular damage.
thunderous-kick,fighting,100,physical,100,10,0,90,No,selected-pokemon,Inflicts regular damage.
glacial-lance,ice,100,physical,-1,5,0,120,No,all-opponents,Inflicts regular damage.
astral-barrage,ghost,100,special,-1,5,0,120,No,all-opponents,Inflicts regular damage.
eerie-spell,psychic,100,special,-1,5,0,80,No,selected-pokemon,Inflicts regular damage.
dire-claw,poison,100,physical,-1,15,0,80,No,selected-pokemon,None
psyshield-bash,psychic,90,physical,-1,10,0,70,No,selected-pokemon,None
power-shift,normal,-1,status,-1,10,0,0,No,user,None
stone-axe,rock,90,physical,-1,15,0,65,No,selected-pokemon,None
springtide-storm,fairy,80,special,-1,5,0,100,No,all-opponents,None
mystical-power,psychic,90,special,-1,10,0,70,No,selected-pokemon,None
raging-fury,fire,100,physical,-1,10,0,120,No,random-opponent,None
wave-crash,water,100,physical,-1,10,0,120,No,selected-pokemon,None
chloroblast,grass,95,special,-1,5,0,150,No,selected-pokemon,None
mountain-gale,ice,85,physical,-1,10,0,100,No,selected-pokemon,None
victory-dance,fighting,-1,status,-1,10,0,0,No,user,None
headlong-rush,ground,100,physical,-1,5,0,120,No,selected-pokemon,None
barb-barrage,poison,100,physical,-1,10,0,60,No,selected-pokemon,None
esper-wing,psychic,100,special,-1,10,0,80,No,selected-pokemon,None
bitter-malice,ghost,100,special,-1,10,0,75,No,selected-pokemon,None
shelter,steel,-1,status,-1,10,0,0,No,user,None
triple-arrows,fighting,100,physical,-1,10,0,90,No,selected-pokemon,None
infernal-parade,ghost,100,special,-1,15,0,60,No,selected-pokemon,None
ceaseless-edge,dark,90,physical,-1,15,0,65,No,selected-pokemon,None
bleakwind-storm,flying,80,special,-1,10,0,100,No,all-opponents,None
wildbolt-storm,electric,80,special,-1,10,0,100,No,all-opponents,None
sandsear-storm,ground,80,special,-1,10,0,100,No,all-opponents,None
lunar-blessing,psychic,-1,status,-1,5,0,0,No,all-allies,None
take-heart,psychic,-1,status,-1,10,0,0,No,all-allies,None
tera-blast,normal,100,special,-1,10,0,80,No,selected-pokemon,None
silk-trap,bug,-1,status,-1,10,4,0,No,user,None
axe-kick,fighting,90,physical,-1,10,0,120,No,selected-pokemon,None
last-respects,ghost,100,physical,-1,10,0,50,No,selected-pokemon,None
lumina-crash,psychic,100,special,-1,10,0,80,No,selected-pokemon,None
order-up,dragon,100,physical,-1,10,0,80,No,selected-pokemon,None
jet-punch,water,100,physical,-1,15,1,60,No,selected-pokemon,None
spicy-extract,grass,-1,status,-1,15,0,0,No,selected-pokemon,None
spin-out,steel,100,physical,-1,5,0,100,No,selected-pokemon,None
population-bomb,normal,90,physical,-1,10,0,20,No,selected-pokemon,None
ice-spinner,ice,100,physical,-1,15,0,80,No,selected-pokemon,None
glaive-rush,dragon,100,physical,-1,5,0,120,No,selected-pokemon,None
revival-blessing,normal,-1,status,-1,1,0,0,No,fainting-pokemon,None
salt-cure,rock,100,physical,-1,15,0,40,No,selected-pokemon,None
triple-dive,water,95,physical,-1,10,0,30,No,selected-pokemon,None
mortal-spin,poison,100,physical,-1,15,0,30,No,all-opponents,None
doodle,normal,100,status,-1,10,0,0,No,selected-pokemon,None
fillet-away,normal,-1,status,-1,10,0,0,No,user,None
kowtow-cleave,dark,-1,physical,-1,10,0,85,No,selected-pokemon,None
flower-trick,grass,-1,physical,-1,10,0,70,No,selected-pokemon,None
torch-song,fire,100,special,-1,10,0,80,No,selected-pokemon,None
aqua-step,water,100,physical,-1,10,0,80,No,selected-pokemon,None
raging-bull,normal,100,physical,-1,10,0,90,No,selected-pokemon,None
make-it-rain,steel,100,special,-1,5,0,120,No,all-opponents,None
psyblade,psychic,100,physical,-1,15,0,80,No,selected-pokemon,None
hydro-steam,water,100,special,-1,15,0,80,No,selected-pokemon,None
ruination,dark,90,special,-1,10,0,1,No,selected-pokemon,None
collision-course,fighting,100,physical,-1,5,0,100,No,selected-pokemon,None
electro-drift,electric,100,special,-1,5,0,100,No,selected-pokemon,None
shed-tail,normal,-1,status,-1,10,0,0,No,user,None
chilly-reception,ice,-1,status,-1,10,0,0,No,entire-field,None
tidy-up,normal,-1,status,-1,10,0,0,No,user,None
snowscape,ice,-1,status,-1,10,0,0,No,entire-field,None
pounce,bug,100,physical,-1,20,0,50,No,selected-pokemon,None
trailblaze,grass,100,physical,-1,20,0,50,No,selected-pokemon,None
chilling-water,water,100,special,-1,20,0,50,No,selected-pokemon,None
hyper-drill,normal,100,physical,-1,5,0,100,No,selected-pokemon,None
twin-beam,psychic,100,special,-1,10,0,40,No,selected-pokemon,None
rage-fist,ghost,100,physical,-1,10,0,50,No,selected-pokemon,None
armor-cannon,fire,100,special,-1,5,0,120,No,selected-pokemon,None
bitter-blade,fire,100,physical,-1,10,0,90,No,selected-pokemon,None
double-shock,electric,100,physical,-1,5,0,120,No,selected-pokemon,None
gigaton-hammer,steel,100,physical,-1,5,0,160,No,selected-pokemon,None
comeuppance,dark,100,physical,-1,10,0,1,No,specific-move,None
aqua-cutter,water,100,physical,-1,20,0,70,No,selected-pokemon,None
blazing-torque,fire,100,physical,-1,10,0,80,No,selected-pokemon,None
wicked-torque,dark,100,physical,-1,10,0,80,No,selected-pokemon,None
noxious-torque,poison,100,physical,-1,10,0,100,No,selected-pokemon,None
combat-torque,fighting,100,physical,-1,10,0,100,No,selected-pokemon,None
magical-torque,fairy,100,physical,-1,10,0,100,No,selected-pokemon,None
blood-moon,normal,100,special,-1,5,0,140,No,selected-pokemon,None
matcha-gotcha,grass,90,special,-1,15,0,80,No,selected-pokemon,None
syrup-bomb,grass,85,special,-1,10,0,60,No,selected-pokemon,None
ivy-cudgel,grass,100,physical,-1,10,0,100,No,selected-pokemon,None
electro-shot,electric,100,special,-1,10,0,130,No,selected-pokemon,None
tera-starstorm,normal,100,special,-1,5,0,120,No,all-opponents,None
fickle-beam,dragon,100,special,-1,5,0,80,No,selected-pokemon,None
burning-bulwark,fire,0,status,-1,10,4,0,No,user,None
thunderclap,electric,100,special,-1,5,1,70,No,selected-pokemon,None
mighty-cleave,rock,100,physical,-1,5,0,95,No,selected-pokemon,None
tachyon-cutter,steel,0,special,-1,10,0,50,No,selected-pokemon,None
hard-press,steel,100,physical,-1,10,0,0,No,selected-pokemon,None
dragon-cheer,dragon,0,status,-1,15,0,0,No,all-allies,None
alluring-voice,fairy,100,special,-1,10,0,80,No,selected-pokemon,None
temper-flare,fire,100,physical,-1,10,0,75,No,selected-pokemon,None
supercell-slam,electric,95,physical,-1,15,0,100,No,selected-pokemon,None
psychic-noise,psychic,100,special,-1,10,0,75,No,selected-pokemon,None
upper-hand,fighting,100,physical,-1,15,3,65,No,selected-pokemon,None
malignant-chain,poison,100,special,-1,5,0,100,No,selected-pokemon,None
